Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1300.0;720.0;85.0
Apartamento;Vila Isabel;3;1;0;95;1250.0;650.0;60.0
Apartamento;Barra da Tijuca;2;1;1;67;2000.0;1300.0;119.0
Apartamento;Andaraí;3;0;0;64;1300.0;310.0;20.0
Loja/Salão;Quintino Bocaiúva;0;0;0;100;2200.0;;16.0
Conjunto Comercial/Sala;Centro;0;0;0;60;2000.0;860.0;170.0
Apartamento;Ipanema;3;0;0;90;3500.0;998.0;95.0
Apartamento;Copacabana;3;1;0;90;3800.0;900.0;230.0
Apartamento;Recreio dos Bandeirantes;3;1;1;82;2000.0;989.0;1313.0
Apartamento;Curicica;2;1;1;58;1350.0;590.0;560.0
Loja/Salão;Gamboa;0;1;0;40;1300.0;;154.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;2;0;84;5500.0;995.0;420.0
Apartamento;Camorim;2;1;1;51;1200.0;550.0;650.0
Apartamento;Tijuca;2;1;1;85;1600.0;960.0;90.0
Apartamento;Ipanema;1;0;0;50;2100.0;630.0;
Apartamento;Cachambi;2;1;0;55;1200.0;364.0;
Apartamento;Méier;2;1;0;77;1000.0;925.0;
Apartamento;Barra da Tijuca;1;1;1;69;1900.0;1007.0;159.0
Apartamento;Maracanã;2;1;1;85;2500.0;492.0;
Apartamento;Colégio;1;0;0;58;950.0;;
Apartamento;Tijuca;3;1;1;80;3000.0;967.0;184.0
Apartamento;Barra da Tijuca;2;1;1;70;1150.0;1260.0;160.0
Apartamento;Leblon;2;1;1;90;3500.0;1150.0;3300.0
Apartamento;Laranjeiras;2;1;0;63;2500.0;968.0;93.0
Apartamento;Laranjeiras;2;1;0;79;2300.0;780.0;118.0
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1790.0;196.0
Apartamento;Vila Isabel;2;0;0;80;1700.0;450.0;60.0
Conjunto Comercial/Sala;Centro;0;0;0;60;1500.0;898.0;168.0
Conjunto Comercial/Sala;Centro;0;0;0;80;1555.0;;
Apartamento;Botafogo;1;0;0;53;1600.0;770.0;70.0
Apartamento;Tijuca;2;0;1;48;1700.0;700.0;
Apartamento;Barra da Tijuca;2;1;1;60;2800.0;900.0;149.0
Apartamento;Ipanema;2;0;0;73;3000.0;700.0;190.0
Conjunto Comercial/Sala;Centro;0;0;0;56;1400.0;931.0;175.0
Conjunto Comercial/Sala;Centro;0;0;0;70;2300.0;1960.0;249.0
Apartamento;Leblon;2;1;0;73;3800.0;1100.0;210.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;80;4500.0;1800.0;
Apartamento;Copacabana;1;0;1;50;2500.0;516.0;25.0
Casa;Piedade;2;0;0;95;1100.0;;
Apartamento;Vila Isabel;2;2;1;91;2000.0;600.0;145.0
Apartamento;Campo Grande;2;1;0;50;1000.0;310.0;
Apartamento;Barra da Tijuca;2;1;1;90;3000.0;1846.0;438.0
Apartamento;Guadalupe;1;0;0;60;700.0;;
Apartamento;Copacabana;2;0;0;79;3500.0;960.0;171.0
Loja/Salão;Ipanema;0;0;0;49;5200.0;;
Conjunto Comercial/Sala;Centro;0;1;0;94;6000.0;2360.0;
Apartamento;Camorim;3;1;1;75;2100.0;680.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2200.0;750.0;
Apartamento;Vila Isabel;3;1;2;79;2200.0;622.0;122.0
Conjunto Comercial/Sala;Centro;0;0;0;62;2170.0;1178.0;
Apartamento;Campo Grande;1;1;0;46;650.0;250.0;
Apartamento;Jacarepaguá;3;1;1;78;2000.0;1200.0;110.0
Conjunto Comercial/Sala;Centro;0;0;0;55;400.0;900.0;84.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;81;1800.0;750.0;110.0
Apartamento;Copacabana;1;0;0;45;1600.0;420.0;72.0
Apartamento;Barra da Tijuca;2;1;1;90;2200.0;1392.0;289.0
Apartamento;Lagoa;2;2;2;100;3500.0;1020.0;380.0
Apartamento;Copacabana;1;0;0;40;2000.0;617.0;24.0
Apartamento;Leblon;2;1;0;80;5000.0;1700.0;180.0
Apartamento;Recreio dos Bandeirantes;2;2;1;84;1600.0;510.0;185.0
Apartamento;Jacarepaguá;2;1;1;80;1900.0;1300.0;100.0
Apartamento;Leblon;2;1;0;82;3800.0;1060.0;
Apartamento;Bonsucesso;2;0;0;61;1100.0;284.0;
Apartamento;Botafogo;1;0;0;40;1800.0;350.0;
Apartamento;Laranjeiras;2;0;0;70;2200.0;500.0;74.0
Flat;Ipanema;1;1;1;43;2500.0;2117.0;304.0
Casa de Condomínio;Campo Grande;2;1;1;75;1100.0;400.0;
Apartamento;Ipanema;2;1;0;45;3000.0;500.0;30.0
Apartamento;Flamengo;2;1;0;70;2600.0;900.0;120.0
Apartamento;Recreio dos Bandeirantes;3;2;1;80;2000.0;750.0;370.0
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1500.0;650.0;131.0
Apartamento;Copacabana;3;1;1;100;8000.0;1050.0;340.0
Apartamento;Vila Isabel;1;1;1;50;1050.0;450.0;
Loja/Salão;Ipanema;0;0;0;78;12000.0;;1115.0
Apartamento;Barra da Tijuca;2;1;1;90;3000.0;1860.0;450.0
Apartamento;Copacabana;2;2;1;98;4200.0;760.0;250.0
Apartamento;Recreio dos Bandeirantes;2;2;1;83;1900.0;768.0;
Apartamento;Tijuca;2;1;1;80;1500.0;500.0;30.0
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;82;2400.0;2210.0;420.0
Apartamento;Barra da Tijuca;1;1;0;80;5000.0;1100.0;200.0
Apartamento;Leme;1;0;1;90;3500.0;550.0;
Apartamento;Tijuca;3;1;2;100;2500.0;1300.0;283.0
Conjunto Comercial/Sala;Curicica;0;1;0;55;1200.0;500.0;
Apartamento;Ipanema;3;0;0;85;3450.0;654.0;143.0
Apartamento;Laranjeiras;1;1;0;57;1800.0;694.0;94.0
Apartamento;Leblon;2;0;0;63;2200.0;900.0;175.0
Apartamento;Engenho de Dentro;2;1;0;66;1000.0;410.0;
Apartamento;Fátima;1;0;0;50;1100.0;558.0;20.0
Apartamento;Ipanema;2;1;0;78;3600.0;644.0;128.0
Apartamento;Taquara;2;1;0;70;1000.0;500.0;
Apartamento;Higienópolis;1;0;0;55;750.0;120.0;
Apartamento;Botafogo;2;1;2;84;4230.0;1140.0;202.0
Apartamento;Ipanema;2;1;0;100;4000.0;800.0;86.0
Apartamento;Pechincha;2;1;1;50;950.0;550.0;17.0
Apartamento;Inhoaíba;2;1;0;60;650.0;255.0;
Apartamento;Tijuca;2;1;1;97;2500.0;660.0;
Apartamento;Santa Teresa;1;1;0;49;1150.0;570.0;28.0
Apartamento;Méier;3;1;0;100;1000.0;600.0;100.0
Apartamento;Copacabana;1;0;0;40;1400.0;539.0;
Apartamento;Rocha;2;1;0;68;1000.0;1000.0;
Apartamento;Leblon;3;1;0;98;4000.0;1240.0;164.0
Apartamento;Tijuca;3;0;0;80;1600.0;350.0;
Apartamento;Barra da Tijuca;3;1;2;100;3500.0;1300.0;276.0
Apartamento;Vila da Penha;2;0;0;75;1300.0;;252.0
Apartamento;Ipanema;3;2;1;80;5700.0;1323.0;365.0
Casa;Campo Grande;2;1;0;80;1200.0;;
Casa de Condomínio;Vargem Grande;2;1;0;61;1450.0;667.0;27.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;59;700.0;475.0;
Flat;Botafogo;1;1;1;50;2900.0;1150.0;100.0
Apartamento;Vila Isabel;2;1;1;70;1500.0;695.0;71.0
Apartamento;Tijuca;2;1;1;84;2750.0;690.0;182.0
Apartamento;Anil;2;0;0;74;1200.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;70;4500.0;2500.0;488.0
Loja/Salão;Campo Grande;0;0;0;70;2000.0;1100.0;
Apartamento;Tijuca;1;0;0;42;1500.0;150.0;226.0
Loja/Salão;Barra da Tijuca;0;1;0;47;3700.0;545.0;
Apartamento;Tijuca;3;1;0;81;1750.0;597.0;94.0
Apartamento;Rio Comprido;2;1;0;56;1000.0;312.0;33.0
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1700.0;600.0;60.0
Apartamento;Vila Isabel;2;0;0;82;1700.0;350.0;
Apartamento;Maracanã;2;0;0;54;2000.0;546.0;25.0
Apartamento;Jardim Guanabara;3;2;1;98;3400.0;754.0;227.0
Apartamento;Praça Seca;2;1;1;64;1100.0;440.0;
Apartamento;Tijuca;3;0;0;80;1600.0;660.0;98.0
Apartamento;Ipanema;2;0;0;75;3000.0;1600.0;150.0
Casa Comercial;Copacabana;0;0;0;45;18000.0;550.0;390.0
Apartamento;Jabour;3;0;0;67;780.0;165.0;
Apartamento;Barra da Tijuca;2;1;1;77;2200.0;1236.0;141.0
Apartamento;Maracanã;2;0;0;67;1300.0;660.0;51.0
Apartamento;Glória;1;0;0;42;1500.0;400.0;24.0
Conjunto Comercial/Sala;Centro;0;0;0;60;950.0;1366.0;
Apartamento;Centro;2;0;0;75;1500.0;935.0;73.0
Apartamento;Botafogo;2;1;0;90;2500.0;654.0;95.0
Apartamento;Ipanema;3;1;1;100;6500.0;250.0;211.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;58;1900.0;1273.0;403.0
Apartamento;Humaitá;1;1;0;60;2100.0;750.0;127.0
Apartamento;Leblon;1;0;0;90;7500.0;1400.0;
Conjunto Comercial/Sala;Centro;0;0;0;73;1565.0;2814.0;86.0
Apartamento;Tijuca;3;1;1;82;1800.0;1100.0;112.0
Apartamento;Barra da Tijuca;1;1;0;50;1900.0;1200.0;300.0
Apartamento;Tijuca;2;0;0;67;1400.0;480.0;48.0
Casa de Vila;Irajá;2;0;0;53;900.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;70;3500.0;1460.0;
Apartamento;Recreio dos Bandeirantes;3;1;2;75;1500.0;1095.0;153.0
Apartamento;Andaraí;2;1;1;80;1500.0;745.0;89.0
Loja/Salão;Copacabana;0;0;0;55;6000.0;;400.0
Apartamento;Recreio dos Bandeirantes;2;2;1;83;1500.0;740.0;186.0
Apartamento;Andaraí;2;0;0;60;1400.0;550.0;80.0
Apartamento;Gávea;1;0;0;40;1950.0;492.0;
Apartamento;Botafogo;1;1;0;59;2500.0;654.0;
Apartamento;Maracanã;2;1;1;85;1999.0;980.0;90.0
Flat;Barra da Tijuca;1;1;0;60;3200.0;1900.0;320.0
Apartamento;Vila Valqueire;2;1;1;96;1200.0;315.0;
Apartamento;Barra da Tijuca;1;1;0;68;1650.0;900.0;180.0
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;875.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;78;1800.0;900.0;180.0
Quitinete;Centro;1;0;0;40;1100.0;500.0;
Apartamento;Tijuca;2;1;1;68;1550.0;600.0;
Loft;Barra da Tijuca;2;1;2;86;2300.0;2100.0;400.0
Casa;Braz de Pina;3;1;0;69;1600.0;;
Apartamento;Tijuca;3;2;1;85;2350.0;900.0;96.0
Conjunto Comercial/Sala;Centro;0;0;0;66;2500.0;1922.0;335.0
Apartamento;Recreio dos Bandeirantes;2;2;2;85;2500.0;1068.0;124.0
Apartamento;Cascadura;2;1;0;70;1300.0;170.0;
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1000.0;420.0;13.0
Apartamento;Flamengo;1;0;0;50;1800.0;525.0;45.0
Apartamento;Barra da Tijuca;2;1;0;62;1100.0;680.0;99.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1790.0;780.0;
Apartamento;Barra da Tijuca;1;1;1;85;2300.0;1009.0;
Apartamento;Recreio dos Bandeirantes;3;1;1;82;2200.0;740.0;138.0
Flat;Ipanema;1;1;1;52;3000.0;2386.0;312.0
Loja/Salão;Barra da Tijuca;0;1;0;56;3500.0;530.0;
Flat;Ipanema;2;2;2;74;6000.0;2500.0;480.0
Apartamento;Recreio dos Bandeirantes;3;2;1;78;1650.0;500.0;
Apartamento;Taquara;2;1;0;75;700.0;622.0;
Apartamento;Leme;2;0;1;63;2400.0;927.0;
Conjunto Comercial/Sala;Santo Cristo;0;1;0;42;1200.0;850.0;
Apartamento;Ipanema;2;1;0;95;6500.0;2179.0;473.0
Apartamento;Vargem Pequena;2;1;0;45;1200.0;320.0;27.0
Apartamento;Campo Grande;2;1;0;60;900.0;200.0;
Apartamento;Barra da Tijuca;2;1;1;60;2800.0;900.0;1390.0
Apartamento;Barra da Tijuca;2;1;1;86;2200.0;1050.0;
Conjunto Comercial/Sala;Centro;0;0;0;93;2000.0;840.0;
Apartamento;Méier;3;0;0;60;1000.0;120.0;15.0
Apartamento;Barra da Tijuca;2;1;1;86;2900.0;1307.0;215.0
Apartamento;Botafogo;2;1;0;65;1900.0;600.0;102.0
Casa de Vila;Bonsucesso;2;1;0;52;1400.0;50.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;55;1000.0;1000.0;385.0
Apartamento;Tijuca;1;0;0;40;1100.0;350.0;50.0
Apartamento;Barra da Tijuca;3;2;1;78;6800.0;1700.0;350.0
Apartamento;Ipanema;1;0;0;58;2500.0;477.0;144.0
Apartamento;Humaitá;2;1;1;90;3400.0;742.0;131.0
Conjunto Comercial/Sala;Copacabana;0;0;0;58;1200.0;511.0;
Loja/Salão;Centro;0;0;0;51;6000.0;1650.0;314.0
Apartamento;Barra da Tijuca;3;1;1;90;2850.0;850.0;130.0
Apartamento;Barra da Tijuca;1;1;1;52;5000.0;2660.0;380.0
Apartamento;Centro;3;1;0;95;2000.0;867.0;72.0
Apartamento;Pechincha;2;1;0;49;790.0;410.0;
Apartamento;Vila Isabel;1;1;0;52;1200.0;468.0;26.0
Apartamento;Higienópolis;1;0;1;45;800.0;120.0;31.0
Apartamento;Copacabana;1;0;1;90;3400.0;1000.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;72;2790.0;650.0;129.0
Apartamento;Flamengo;1;0;0;42;1500.0;517.0;21.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;60;1700.0;560.0;72.0
Quitinete;Ipanema;1;0;0;45;3650.0;600.0;
Apartamento;Grajaú;2;1;1;60;1100.0;750.0;96.0
Apartamento;Vicente de Carvalho;2;0;0;70;1000.0;;
Apartamento;Rio Comprido;2;1;0;73;1490.0;491.0;14.0
Apartamento;Tijuca;3;1;0;98;2200.0;630.0;
Apartamento;Vila Isabel;2;0;0;86;2000.0;468.0;19.0
Apartamento;Vila da Penha;2;0;0;60;1100.0;;15.0
Apartamento;Barra da Tijuca;2;1;1;89;3000.0;1590.0;255.0
Apartamento;Copacabana;1;0;0;45;2150.0;550.0;
Apartamento;Barra da Tijuca;2;2;1;93;2700.0;1304.0;179.0
Apartamento;Ipanema;3;1;0;80;4000.0;1200.0;251.0
Casa de Condomínio;Campo Grande;1;1;0;60;780.0;240.0;
Apartamento;Barra da Tijuca;2;1;1;70;3800.0;1200.0;
Apartamento;Tijuca;2;0;0;81;1800.0;665.0;86.0
Apartamento;Barra da Tijuca;1;1;0;70;2000.0;860.0;205.0
Apartamento;Praça da Bandeira;2;0;0;57;1700.0;604.0;51.0
Apartamento;Barra da Tijuca;2;1;1;78;2500.0;1300.0;300.0
Apartamento;Copacabana;2;1;0;64;1800.0;697.0;
Casa de Condomínio;Campo Grande;2;1;0;70;1000.0;260.0;
Apartamento;Glória;2;2;0;78;2470.0;738.0;121.0
Apartamento;Botafogo;1;1;0;57;2150.0;880.0;86.0
Conjunto Comercial/Sala;Centro;0;0;0;70;3600.0;1718.0;243.0
Apartamento;Barra da Tijuca;2;1;1;70;1700.0;560.0;77.0
Apartamento;Ipanema;2;1;0;78;3000.0;1050.0;280.0
Apartamento;Recreio dos Bandeirantes;3;1;1;69;1500.0;780.0;187.0
Casa de Vila;Campo Grande;2;0;0;100;850.0;;
Flat;Ipanema;2;1;1;90;10000.0;4000.0;613.0
Apartamento;Camorim;2;1;1;60;1400.0;510.0;
Apartamento;Laranjeiras;2;1;1;86;3000.0;870.0;160.0
Apartamento;Vila da Penha;2;1;0;87;1300.0;500.0;
Apartamento;Tijuca;2;0;0;90;1400.0;600.0;35.0
Loja/Salão;Gardênia Azul;0;0;0;60;2500.0;;
Apartamento;Recreio dos Bandeirantes;2;1;1;87;2000.0;600.0;176.0
Apartamento;Lagoa;2;1;1;85;2200.0;1225.0;278.0
Apartamento;Vila Kosmos;2;1;0;70;1250.0;218.0;
Apartamento;Vista Alegre;2;0;0;60;700.0;210.0;
Apartamento;Tijuca;2;0;0;75;1700.0;280.0;
Apartamento;Pechincha;2;1;1;69;1400.0;499.0;125.0
Apartamento;Ipanema;1;2;1;64;3770.0;1700.0;230.0
Loja/Salão;Vila Isabel;0;1;0;46;2000.0;;223.0
Flat;Barra da Tijuca;1;1;0;60;2400.0;1400.0;300.0
Apartamento;Copacabana;2;1;1;80;5000.0;500.0;302.0
Casa;Vila Valqueire;2;1;0;60;1050.0;;5.0
Apartamento;São Francisco Xavier;2;1;1;58;1000.0;603.0;35.0
Apartamento;Tijuca;2;0;0;89;1400.0;60.0;
Apartamento;Praça Seca;2;1;1;65;1000.0;515.0;
Apartamento;Campo Grande;2;1;0;50;600.0;330.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;72;100.0;1380.0;312.0
Apartamento;Botafogo;2;0;0;70;2300.0;1065.0;134.0
Apartamento;Pechincha;2;1;0;80;1000.0;500.0;143.0
Apartamento;Jacarepaguá;2;1;0;60;1500.0;380.0;
Apartamento;Recreio dos Bandeirantes;3;2;1;84;2150.0;711.0;19.0
Conjunto Comercial/Sala;Ipanema;2;0;0;45;5000.0;2200.0;245.0
Conjunto Comercial/Sala;Centro;0;0;0;94;3000.0;900.0;337.0
Apartamento;Leblon;2;1;0;70;2500.0;840.0;176.0
Apartamento;Lagoa;2;2;1;100;3600.0;750.0;150.0
Apartamento;Ipanema;1;0;0;40;2400.0;380.0;80.0
Apartamento;Tijuca;2;1;0;73;1700.0;500.0;
Apartamento;Barra da Tijuca;3;2;1;96;3400.0;1450.0;
Apartamento;Leme;2;0;0;64;2000.0;1100.0;
Apartamento;Copacabana;2;0;0;90;3200.0;800.0;80.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2200.0;650.0;
Apartamento;Laranjeiras;2;1;0;55;1800.0;1050.0;97.0
Apartamento;Campo Grande;2;1;0;65;500.0;300.0;
Conjunto Comercial/Sala;Centro;0;0;0;40;1100.0;350.0;
Apartamento;Barra da Tijuca;3;1;1;96;3400.0;1300.0;
Apartamento;Copacabana;3;0;0;66;3200.0;893.0;146.0
Apartamento;Lagoa;1;1;1;85;3000.0;1123.0;387.0
Casa de Condomínio;Vargem Grande;2;2;1;90;1900.0;550.0;250.0
Apartamento;Barra da Tijuca;2;1;1;71;1500.0;720.0;
Loja/Salão;Centro;0;1;0;42;1300.0;370.0;90.0
Apartamento;Encantado;1;1;0;44;500.0;346.0;
Flat;Leblon;1;1;0;50;4000.0;2035.0;236.0
Apartamento;Barra da Tijuca;1;1;1;45;910.0;640.0;12.0
Apartamento;Botafogo;1;0;0;45;1500.0;560.0;
Apartamento;Recreio dos Bandeirantes;3;1;1;83;2000.0;790.0;1655.0
Apartamento;Barra da Tijuca;2;1;1;80;3500.0;1200.0;150.0
Apartamento;Flamengo;2;1;1;95;4000.0;930.0;187.0
Apartamento;São Cristóvão;2;1;1;55;1900.0;575.0;
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1310.0;
Apartamento;Recreio dos Bandeirantes;3;1;1;58;1500.0;703.0;
Apartamento;Freguesia (Jacarepaguá);2;0;0;58;900.0;445.0;
Apartamento;Leblon;2;0;2;60;5000.0;350.0;
Apartamento;Pechincha;3;1;1;85;1300.0;765.0;
Conjunto Comercial/Sala;Centro;0;0;0;96;2880.0;1652.0;238.0
Apartamento;Campo Grande;2;1;0;65;1000.0;338.0;
Flat;Ipanema;2;1;1;89;12000.0;4900.0;5918.0
Apartamento;Copacabana;2;0;1;70;4000.0;;
Apartamento;Laranjeiras;2;1;1;95;3100.0;879.0;182.0
Loja/Salão;Flamengo;0;0;0;42;2000.0;430.0;120.0
Apartamento;Botafogo;1;0;0;40;1700.0;400.0;24.0
Apartamento;Copacabana;2;0;0;71;2400.0;605.0;
Apartamento;Tijuca;2;1;0;90;1700.0;470.0;91.0
Apartamento;Campinho;2;1;1;60;1500.0;550.0;
Apartamento;Campo Grande;2;1;0;48;790.0;280.0;
Apartamento;Pechincha;2;1;1;60;1100.0;656.0;16.0
Casa;Santíssimo;2;0;0;60;800.0;;
Loja/Salão;Barra da Tijuca;0;1;0;50;1600.0;1330.0;360.0
Loja Shopping/ Ct Comercial;Recreio dos Bandeirantes;0;1;0;70;1500.0;1300.0;320.0
Apartamento;Lagoa;1;1;0;66;2100.0;630.0;226.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;42;4200.0;;
Apartamento;Ipanema;2;0;0;90;9800.0;1133.0;
Loja/Salão;São Cristóvão;0;0;0;47;500.0;;170.0
Apartamento;Copacabana;2;0;0;90;3000.0;800.0;218.0
Apartamento;Flamengo;2;1;0;70;1800.0;950.0;100.0
Apartamento;Recreio dos Bandeirantes;3;1;1;92;3000.0;804.0;1652.0
Apartamento;Botafogo;1;0;0;40;1500.0;550.0;57.0
Conjunto Comercial/Sala;Centro;0;0;0;58;2800.0;700.0;50.0
Apartamento;Copacabana;1;1;0;54;2400.0;613.0;131.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;40;1900.0;1262.0;295.0
Apartamento;Campo Grande;2;0;0;47;800.0;60.0;
Apartamento;Camorim;3;2;2;64;1700.0;968.0;
Apartamento;Lagoa;2;2;1;100;3600.0;750.0;150.0
Apartamento;Engenho de Dentro;2;1;1;70;1200.0;767.0;37.0
Apartamento;Copacabana;2;0;0;81;2500.0;800.0;90.0
Apartamento;Leblon;4;1;1;100;5500.0;1400.0;
Quitinete;Copacabana;1;0;0;40;2000.0;400.0;24.0
Casa;Moneró;2;0;0;100;2500.0;;
Apartamento;Pilares;3;2;1;82;2200.0;630.0;70.0
Apartamento;Campo Grande;2;1;0;50;1100.0;350.0;
Apartamento;Copacabana;1;0;0;50;1300.0;420.0;24.0
Apartamento;Leblon;2;1;0;60;3200.0;1380.0;191.0
Apartamento;Leme;2;0;0;75;2500.0;760.0;177.0
Apartamento;Barra da Tijuca;2;2;1;90;2800.0;1300.0;400.0
Apartamento;Barra da Tijuca;2;1;0;65;1300.0;760.0;120.0
Apartamento;Catete;1;1;0;45;1700.0;725.0;
Apartamento;Bonsucesso;3;0;0;90;950.0;;28.0
Apartamento;Copacabana;2;0;0;70;2400.0;600.0;134.0
Apartamento;Recreio dos Bandeirantes;2;2;1;99;1700.0;618.0;1075.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;2;0;77;100.0;3600.0;1300.0
Casa;Tijuca;2;0;0;50;2100.0;100.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;60;1800.0;1320.0;460.0
Apartamento;Tijuca;2;1;1;70;1850.0;550.0;
Apartamento;Méier;3;1;0;66;1300.0;367.0;
Loja/Salão;Penha;0;1;0;90;2500.0;;
Loja Shopping/ Ct Comercial;Flamengo;0;0;0;54;4500.0;1331.0;264.0
Conjunto Comercial/Sala;Centro;0;0;0;76;2000.0;718.0;
Apartamento;Barra da Tijuca;2;1;1;93;3000.0;1048.0;279.0
Apartamento;Jardim Botânico;2;1;2;79;2800.0;1727.0;193.0
Apartamento;Pechincha;2;1;1;78;1200.0;650.0;120.0
Loja Shopping/ Ct Comercial;Copacabana;0;0;0;45;2500.0;576.0;454.0
Flat;Ipanema;2;0;2;80;10000.0;3600.0;400.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;54;2000.0;1400.0;
Apartamento;Barra da Tijuca;1;1;1;72;1800.0;920.0;198.0
Apartamento;Tijuca;2;1;0;66;2200.0;712.0;65.0
Apartamento;Botafogo;1;1;0;73;2500.0;650.0;122.0
Apartamento;Irajá;2;0;0;50;1000.0;260.0;
Apartamento;Campo Grande;2;0;0;74;750.0;;
Apartamento;Curicica;2;1;0;47;1400.0;550.0;120.0
Apartamento;Flamengo;3;2;1;100;3100.0;950.0;271.0
Apartamento;Laranjeiras;2;0;0;67;1900.0;760.0;124.0
Apartamento;Praça Seca;1;1;1;70;600.0;481.0;17.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;51;1300.0;950.0;406.0
Apartamento;Jacarepaguá;2;1;0;61;1700.0;550.0;130.0
Apartamento;Vargem Grande;2;1;1;70;990.0;487.0;27.0
Apartamento;Barra da Tijuca;2;1;1;62;2700.0;1269.0;212.0
Apartamento;Barra da Tijuca;2;2;1;65;2200.0;1200.0;120.0
Apartamento;São Cristóvão;1;0;0;56;850.0;450.0;15.0
Apartamento;Copacabana;1;0;0;42;1800.0;1697.0;37.0
Apartamento;Ipanema;2;1;0;78;3600.0;644.0;128.0
Loja/Salão;Jacarepaguá;0;0;0;90;4000.0;950.0;250.0
Conjunto Comercial/Sala;Campo Grande;0;1;0;48;1300.0;115.0;154.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;2600.0;8265.0;155.0
Loja/Salão;Barra da Tijuca;0;2;0;70;2400.0;2500.0;
Apartamento;Copacabana;2;0;1;70;2200.0;578.0;95.0
Casa de Condomínio;Guaratiba;2;1;0;50;700.0;180.0;
Apartamento;Campo Grande;2;0;0;55;800.0;350.0;2.0
Apartamento;Recreio dos Bandeirantes;2;1;1;79;1900.0;884.0;1445.0
Apartamento;Lagoa;2;1;0;80;3500.0;980.0;1300.0
Apartamento;Barra da Tijuca;1;1;1;60;1500.0;960.0;142.0
Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;140.0
Conjunto Comercial/Sala;Centro;0;0;0;60;900.0;850.0;140.0
Conjunto Comercial/Sala;Jacarepaguá;0;0;0;67;1600.0;;186.0
Apartamento;Copacabana;2;2;1;90;7000.0;3352.0;354.0
Casa;Campo Grande;2;1;0;60;1500.0;;
Apartamento;Botafogo;1;0;0;70;1800.0;650.0;70.0
Apartamento;Copacabana;2;0;0;72;2250.0;850.0;72.0
Conjunto Comercial/Sala;Ipanema;0;0;0;85;2000.0;605.0;180.0
Loja/Salão;Tijuca;0;0;0;90;2800.0;90.0;511.0
Casa;Oswaldo Cruz;1;0;0;40;900.0;;
Apartamento;Vila da Penha;2;1;0;72;1250.0;220.0;
Apartamento;Taquara;2;1;0;63;1100.0;481.0;
Apartamento;Ipanema;2;1;0;90;4000.0;1550.0;187.0
Quitinete;Copacabana;0;0;0;40;1600.0;400.0;48.0
Apartamento;Copacabana;3;1;0;77;3000.0;958.0;141.0
Flat;Barra da Tijuca;2;1;1;72;3000.0;1860.0;450.0
Apartamento;Leme;3;1;1;100;6000.0;1780.0;
Apartamento;Riachuelo;2;1;1;84;800.0;450.0;
Apartamento;Irajá;2;1;0;54;1400.0;370.0;
Apartamento;Barra da Tijuca;3;1;1;86;2000.0;759.0;
Apartamento;Vila Isabel;2;0;0;92;1500.0;300.0;88.0
Apartamento;Vargem Pequena;3;1;0;54;1200.0;390.0;28.0
Apartamento;Barra da Tijuca;2;1;0;60;1300.0;704.0;
Apartamento;Tijuca;1;1;0;68;1600.0;447.0;64.0
Loja/Salão;Campo Grande;0;0;0;52;3500.0;;
Apartamento;Botafogo;1;1;0;50;2600.0;660.0;107.0
Apartamento;Barra da Tijuca;2;1;1;96;2500.0;1603.0;235.0
Apartamento;Barra da Tijuca;2;1;1;78;4000.0;2750.0;
Apartamento;Bonsucesso;3;1;0;87;1000.0;755.0;29.0
Apartamento;Copacabana;2;0;0;56;2300.0;767.0;130.0
Apartamento;Laranjeiras;2;0;0;90;2200.0;650.0;119.0
